index	return	risk	AAPL	SPY	TSLA	FNMA	FIGR.PVT	F
40	0.25149821260733934	0.5042890591800963	0.0	0.0	0.0	0.8015074510229909	0.1984925489770091	0.0
41	0.2572471584789073	0.5273200281907036	0.0	0.0	0.0	0.788148993505941	0.21185100649405897	0.0
42	0.26299610435047527	0.5509971908593687	0.0	0.0	0.0	0.7747905359888912	0.22520946401110878	0.0
43	0.2687450502220432	0.5752407598739508	0.0	0.0	0.0	0.7614320784718415	0.23856792152815864	0.0
44	0.27449399609361114	0.5999820785551668	0.0	0.0	0.0	0.7480736209547915	0.2519263790452085	0.0
45	0.2802429419651792	0.6251620530998104	0.0	0.0	0.0	0.7347151634377416	0.2652848365622585	0.0
46	0.28599188783674706	0.6507297641618485	0.0	0.0	0.0	0.7213567059206918	0.2786432940793082	0.0
47	0.291740833708315	0.6766412598843448	0.0	0.0	0.0	0.7079982484036419	0.2920017515963581	0.0
48	0.297489779579883	0.7028585195266435	0.0	0.0	0.0	0.6946397908865921	0.30536020911340794	0.0
49	0.3032387254514509	0.7293485707438317	0.0	0.0	0.0	0.6812813333695422	0.3187186666304578	0.0
50	0.30898767132301885	0.7560827415716674	0.0	0.0	0.0	0.6679228758524923	0.3320771241475076	0.0
51	0.3147366171945868	0.7830360284434943	0.0	0.0	0.0	0.6545644183354425	0.3454355816645574	0.0
52	0.32048556306615483	0.8101865629965527	0.0	0.0	0.0	0.6412059608183924	0.3587940391816075	0.0
53	0.3262345089377227	0.8375151623471336	0.0	0.0	0.0	0.6278475033013426	0.37215249669865724	0.0
54	0.33198345480929065	0.8650049495489016	0.0	0.0	0.0	0.6144890457842929	0.3855109542157071	0.0
55	0.3377324006808586	0.8926410328953196	0.0	0.0	0.0	0.6011305882672432	0.3988694117327568	0.0
56	0.34348134655242657	0.9204102344902096	0.0	0.0	0.0	0.5877721307501932	0.41222786924980676	0.0
57	0.34923029242399445	0.9483008600553913	0.0	0.0	0.0	0.5744136732331435	0.4255863267668565	0.0
58	0.3549792382955625	0.9763025032697812	0.0	0.0	0.0	0.5610552157160935	0.43894478428390643	0.0
59	0.3607281841671305	1.0044058790556045	0.0	0.0	0.0	0.5476967581990435	0.4523032418009565	0.0
60	0.3664771300386984	1.0326026811671825	0.0	0.0	0.0	0.5343383006819938	0.4656616993180062	0.0
61	0.3722260759102663	1.0608854602205742	0.0	0.0	0.0	0.520979843164944	0.479020156835056	0.0
62	0.37797502178183423	1.0892475189518491	0.0	0.0	0.0	0.5076213856478942	0.4923786143521058	0.0
63	0.3837239676534023	1.1176828220294313	0.0	0.0	0.0	0.4942629281308441	0.5057370718691558	0.0
64	0.3894729135249702	1.1461859181904823	0.0	0.0	1.1807101472641813e-22	0.4809044706137944	0.5190955293862056	0.0
65	0.3952218593965381	1.174751872838779	0.0	0.0	0.0	0.46754601309674476	0.5324539869032553	0.0
66	0.4009708052681062	1.2033762095453995	0.0	0.0	0.0	0.45418755557969465	0.5458124444203054	0.0
67	0.40671975113967396	1.2320548591451022	6.1606205809246375e-22	3.9373102139019143e-22	6.253155419939135e-22	0.44082909806264525	0.5591709019373549	4.019166839541754e-22
68	0.41246869701124184	1.2607841153297568	0.0	0.0	0.0	0.4274706405455954	0.5725293594544045	0.0
69	0.4182176428828098	1.289560595813237	4.1899961876176436e-22	0.0	2.3176124569803005e-22	0.41411218302854563	0.5858878169714544	2.0961718553571397e-22
70	0.42396658875437787	1.3183812082861768	0.0	0.0	0.0	0.4007537255114955	0.5992462744885045	0.0
71	0.4297155346259457	1.347243120498902	0.0	0.0	0.0	0.38739526799444574	0.6126047320055542	0.0
72	0.4354644804975136	1.3761437339110663	3.995970204418316e-23	0.0	1.2404389100775443e-22	0.3740368104773961	0.6259631895226039	0.0
73	0.4412134263690816	1.4050806604303328	0.0	0.0	0.0	0.36067835296034617	0.6393216470396539	0.0
74	0.4469623722406495	1.4340517018328034	0.0	0.0	0.0	0.34731989544329644	0.6526801045567036	0.0
75	0.4527113181122175	1.4630548315170402	0.0	0.0	0.0	0.3339614379262465	0.6660385620737536	0.0
76	0.4584602639837854	1.4920881782933342	4.879534208656428e-22	9.371150255035753e-22	7.414495365625821e-22	0.3206029804091969	0.6793970195908032	9.47254093618193e-22
77	0.46420920985535336	1.5211500119520303	0.0	0.0	0.0	0.307244522892147	0.6927554771078531	0.0
78	0.4699581557269211	1.5502387303903145	5.926094699732314e-23	6.251638707028726e-23	2.9905114168032387e-22	0.2938860653750972	0.7061139346249027	7.075380758712366e-23
79	0.47570710159848917	1.5793528481071808	3.311100896163192e-22	7.734817311437935e-22	3.2861307291614954e-22	0.28052760785804737	0.7194723921419527	7.92952478220556e-22
80	0.48145604747005705	1.6084909859019798	0.0	0.0	0.0	0.26716915034099753	0.7328308496590024	0.0
81	0.48720499334162515	1.6376518616339557	0.0	0.0	0.0	0.2538106928239475	0.7461893071760526	0.0
82	0.4929539392131931	1.6668342819188622	0.0	0.0	0.0	0.24045223530689766	0.7595477646931024	0.0
83	0.49870288508476096	1.6960371346548837	0.0	0.0	7.253960925752672e-22	0.22709377778984782	0.772906222210152	0.0
84	0.504451830956329	1.7252593822838072	0.0	0.0	0.0	0.213735320272798	0.7862646797272019	0.0
85	0.510200776827897	1.754500055705281	0.0	0.0	0.0	0.20037686275574795	0.799623137244252	0.0
86	0.5159497226994649	1.7837582487722194	0.0	0.0	0.0	0.18701840523869814	0.8129815947613018	0.0
87	0.5216986685710328	1.8130331133042246	0.0	0.0	0.0	0.1736599477216485	0.8263400522783515	0.0
88	0.5274476144426008	1.8423238545635394	0.0	0.0	0.0	0.16030149020459866	0.8396985097954014	0.0
89	0.5331965603141688	1.8716297271446838	0.0	0.0	0.0	0.14694303268754835	0.8530569673124516	0.0
90	0.5389455061857367	1.9009500312346657	0.0	0.0	0.0	0.13358457517049868	0.8664154248295013	0.0
91	0.5446944520573048	1.9302841092057013	0.0	0.0	0.0	0.12022611765344869	0.8797738823465513	0.0
92	0.5504433979288728	1.959631342506695	0.0	0.0	0.0	0.1068676601363987	0.8931323398636013	0.0
93	0.5561923438004406	1.9889911488236198	0.0	0.0	0.0	0.09350920261934921	0.9064907973806507	0.0
94	0.5619412896720085	2.018362979482232	0.0	0.0	0.0	0.0801507451022994	0.9198492548977006	0.0
95	0.5676902355435763	2.0477463170694885	0.0	0.0	0.0	0.0667922875852495	0.9332077124147504	0.0
96	0.5734391814151445	2.077140673252655	0.0	0.0	0.0	0.05343383006819947	0.9465661699318004	0.0
97	0.5791881272867125	2.106545586777296	0.0	0.0	0.0	0.04007537255114963	0.9599246274488504	0.0
98	0.5849370731582804	2.135960621627394	0.0	0.0	0.0	0.026716915034099887	0.9732830849659001	0.0
99	0.5906860190298485	2.1653853653325643	0.0	0.0	0.0	0.013358457517049888	0.9866415424829502	0.0
100	0.5964349649014163	2.194819427408909	0.0	0.0	0.0	0.0	1.0	0.0
